function.	variable	value	rel_abun	land_percent_CobVeg	landscape	frag_unique_ID	fragment	Final_Bd_Load_log	Presence_Bd	Campanha	Data	Julian_date	species	Developmental_Mode	Season	Latitude	Longitude	GPS_UTM	Den_Dre	frag_percent_Dre	Tipo_drenagem	Ndrena	frag_Denborda	DenFrag	DenAPP	TamFrag_m2	frag_Split_pond	frag_Split_Stream_2nd	percent_APP	percent_Frgmentos	land_DenBorda	DenFrag_2	DenAPP_2	N_Frag	land_Den_Dre_2	land_percent_Dre	percent_m_agua	percent_Dren_APP	Den_Dre_APP	land_ENND_Frag	ENND_APP	family	Landsc_ID	type	species_infection	type_season	reads_contam_removed	reads_contam_removed_005keep	rarefy_keep	observed_otus	faith_pd	pielou_e	shannon	unweighted_pc1_all	unweighted_pc2_all	weighted_pc1_all	weighted_pc2_all	bc_disper	jaccard_disper	Load_SQR	Julian_Date	Tam_Frag_Log	Residual_Final_Bd_Load_log	AntiFungal_Richness	TotalAntiFungal	Propor_TotalAntiFungal	Level1	Level2	Level3	Gene	Product	EC	EC2	EC3	Full	Type
K02835 	RM100	0	0	24.93	BANANAL	H	F3	0	0	1	 10/01/2018	18274	Boana faber	AL	SECA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	8817	5804	1	163	16.73415115	0.591745507	4.34857687	0.003648631	-0.228144934	-0.138027335	-0.067911631	0.599968232	0.638106713	0	11	5.21111787	NA	50	1399	0.6995	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM101	0	0	24.93	BANANAL	H	F3	0	0	1	 10/01/2018	18274	Boana faber	AL	SECA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	12641	11380	1	77	10.6631843	0.167456176	1.049412111	0.151839334	-0.190188378	-0.139399751	-0.129139487	0.756997162	0.687177184	0	11	5.21111787	NA	27	1839	0.9195	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM104	0	0	24.93	BANANAL	H	F3	0	0	1	 10/01/2018	18274	Boana faber	AL	SECA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	7379	6142	1	172	15.79038627	0.535190654	3.97446749	0.043978666	-0.237117498	-0.107440763	-0.001710072	0.614236689	0.616480741	0	11	5.21111787	NA	64	1694	0.847	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM107	0	0	24.93	BANANAL	H	F3	0	0	1	 01/10/2018	18274	Haddadus binotatus	TD	SECA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedSECA	9048	8118	1	130	12.56671569	0.467652079	3.284024908	0.117501948	-0.086842807	-0.067700934	-0.055820236	0.676015799	0.634301694	0	11	5.21111787	NA	54	1811	0.9055	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM108	0	0	24.93	BANANAL	H	F3	0	0	1	 01/10/2018	18274	Haddadus binotatus	TD	SECA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedSECA	4278	3915	1	128	11.70750781	0.634994294	4.44496006	0.08337246	0.010618163	-0.051597995	0.052825519	0.644919502	0.623965315	0	11	5.21111787	NA	64	1515	0.7575	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM109	0	0	24.93	BANANAL	H	F3	0	0	1	 01/10/2018	18274	Haddadus binotatus	TD	SECA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedSECA	3581	2290	1	201	16.96256343	0.718286447	5.495646738	-0.005750653	-0.192695751	-0.148509399	0.076536643	0.659137891	0.602863407	0	11	5.21111787	NA	64	1046	0.523	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM110	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	6769	4121	1	193	19.26596277	0.85806866	6.51484944	-0.006446799	-0.205631697	-0.07224387	0.18565942	0.660567592	0.618936844	0	12	4.926208639	NA	79	1016	0.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM111	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	7602	7499	1	50	7.12866777	0.372421231	2.101891871	0.329100963	0.022001404	-0.099793222	-0.126506345	0.681679219	0.699513793	0	12	4.926208639	NA	30	1972	0.986	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM113	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	5380	5078	1	71	10.03367594	0.309951806	1.906125228	0.165954454	-0.086269802	-0.121324739	-0.118474925	0.6704063	0.674341866	0	12	4.926208639	NA	30	1878	0.939	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM114	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	15979	11167	1	109	12.91568283	0.226102967	1.530306558	0.097629849	-0.082136296	-0.108729968	-0.086306328	0.728162623	0.655055172	0	12	4.926208639	NA	45	1862	0.931	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM115	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	4432	3058	1	211	15.93273049	0.782853809	6.044491912	0.053959781	-0.238397311	-0.111655629	0.174162434	0.649372096	0.61607336	0	12	4.926208639	NA	67	985	0.4925	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM116	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	3003	2342	1	111	11.70610437	0.52374827	3.558563553	0.155936459	-0.006467705	-0.111782195	-0.080921365	0.629501361	0.635029407	0	12	4.926208639	NA	59	1837	0.9185	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM117	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	10704	8996	1	107	10.56759571	0.443626895	2.990696069	0.172243637	-0.190672486	-0.115180637	-0.038905121	0.737925306	0.664923239	0	12	4.926208639	NA	40	1782	0.891	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM119	0	0	24.93	BANANAL	I	F4	0.804312261	1	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber1	fragmentedSECA	16993	15020	1	172	15.8743708	0.351716295	2.611938326	-0.024596195	-0.182079031	-0.113700871	-0.05758455	0.678631416	0.592688407	2.317873046	12	4.926208639	-0.728466736	66	1767	0.8835	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM120	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Boana faber	AL	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	22337	20934	1	103	12.48010544	0.226439738	1.514089427	0.132489349	-0.141670527	-0.11547393	-0.085764879	0.716921567	0.654731527	0	12	4.926208639	NA	42	1812	0.906	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM123	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Haddadus binotatus	TD	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedSECA	6377	3469	1	323	26.50607061	0.823871611	6.867291481	-0.260895653	0.010942989	-0.053191518	0.157203473	0.587592104	0.577864067	0	12	4.926208639	NA	108	1071	0.5355	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM124	0	0	24.93	BANANAL	I	F4	0	0	1	10/2/2018	18275	Haddadus binotatus	TD	SECA	-22673658	-44335691	23K 568243 7492453	34.5228	37.3882	Npermanente	4	168.7484	93.041	75.7074	84374	1193.865	159.6875	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedSECA	9940	5484	1	378	29.77765338	0.888159337	7.604635551	-0.284007222	-0.020939331	-0.048558405	0.144439429	0.602814728	0.558958757	0	12	4.926208639	NA	125	848	0.424	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM125	0	0	24.93	BANANAL	J	F5	0	0	1	10/3/2018	18276	Rhinella ornata	AL	SECA	-22727935	-44296780	23K 572212 7486426	33.9315	24.6418	Npermanente	4	222.0523	114.2129	107.8394	279906	1937.35	203.795	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Bufonidae	2	fragmented	Rhinella ornata0	fragmentedSECA	11607	11058	1	152	12.57522547	0.753288711	5.459781972	0.088740559	0.127267564	0.043341305	0.065540048	0.607036253	0.586833521	0	13	5.447012208	NA	106	1777	0.8885	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM127	0	0	24.93	BANANAL	J	F5	0	0	1	10/3/2018	18276	Boana faber	AL	SECA	-22727935	-44296780	23K 572212 7486426	33.9315	24.6418	Npermanente	4	222.0523	114.2129	107.8394	279906	1937.35	203.795	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedSECA	4186	3596	1	110	11.52113438	0.648174563	4.395504871	0.219683837	-0.120471087	-0.105447788	0.000698	0.677531818	0.649021946	0	13	5.447012208	NA	55	1476	0.738	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM129	0	0	24.93	BANANAL	J	F5	0	0	1	10/3/2018	18276	Bokermannohyla circumdata	AL	SECA	-22727935	-44296780	23K 572212 7486426	33.9315	24.6418	Npermanente	4	222.0523	114.2129	107.8394	279906	1937.35	203.795	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Bokermannohyla circumdata0	fragmentedSECA	4281	3095	1	245	20.4401616	0.725631835	5.759077154	-0.050424049	-0.206125102	-0.118319853	0.034040495	0.580516169	0.598931231	0	13	5.447012208	NA	88	1335	0.6675	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM745	0	0	24.93	BANANAL	G	F2	0	0	2	1/17/2019	19017	Rhinella ornata	AL	CHUVOSA	-22655428	-44303709	23K 571538 7494456	95.5077	32.1452	Npermanente	4	238.8479	152.6893	86.1586	156165	692.68	306.4775	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Bufonidae	2	fragmented	Rhinella ornata0	fragmentedCHUVOSA	21134	18207	1	92	9.414255083	0.259905258	1.695508054	0.25492236	-0.004171908	0.853831003	-0.129918787	0.714799774	0.670970809	0	119	5.193583706	NA	57	312	0.156	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM130	0	0	24.93	BANANAL	J	F5	0	0	1	10/3/2018	18276	Haddadus binotatus	TD	SECA	-22727935	-44296780	23K 572212 7486426	33.9315	24.6418	Npermanente	4	222.0523	114.2129	107.8394	279906	1937.35	203.795	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedSECA	7598	4386	1	308	22.49267076	0.858633832	7.098142608	-0.146671706	-0.136404567	0.07218495	0.184021831	0.610153885	0.56603803	0	13	5.447012208	NA	110	1150	0.575	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM746	0	0	24.93	BANANAL	G	F2	0	0	2	1/17/2019	19017	Rhinella ornata	AL	CHUVOSA	-22655428	-44303709	23K 571538 7494456	95.5077	32.1452	Npermanente	4	238.8479	152.6893	86.1586	156165	692.68	306.4775	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Bufonidae	2	fragmented	Rhinella ornata0	fragmentedCHUVOSA	3924	2470	1	56	8.509158291	0.641123745	3.723233136	0.277771866	0.159146681	0.082618831	0.15125472	0.741978269	0.728835497	0	119	5.193583706	NA	38	1393	0.6965	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM131	0	0	24.93	BANANAL	J	F5	0	0	1	10/3/2018	18276	Haddadus binotatus	TD	SECA	-22727935	-44296780	23K 572212 7486426	33.9315	24.6418	Npermanente	4	222.0523	114.2129	107.8394	279906	1937.35	203.795	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedSECA	8881	6490	1	267	22.68400513	0.559495676	4.509924518	-0.18688475	-0.099867316	-0.108926352	0.031686158	0.651397868	0.573691593	0	13	5.447012208	NA	97	1555	0.7775	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM747	0	0	24.93	BANANAL	G	F2	0	0	2	1/17/2019	19017	Rhinella ornata	AL	CHUVOSA	-22655428	-44303709	23K 571538 7494456	95.5077	32.1452	Npermanente	4	238.8479	152.6893	86.1586	156165	692.68	306.4775	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Bufonidae	2	fragmented	Rhinella ornata0	fragmentedCHUVOSA	7024	6347	1	221	18.79594348	0.622580703	4.848597849	-0.050877655	0.043786982	0.546575571	0.200284387	0.64453444	0.580157956	0	119	5.193583706	NA	111	1006	0.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM134	0	0	24.93	BANANAL	J	F5	0	0	1	10/3/2018	18276	Rhinella ornata	AL	SECA	-22727935	-44296780	23K 572212 7486426	33.9315	24.6418	Npermanente	4	222.0523	114.2129	107.8394	279906	1937.35	203.795	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Bufonidae	2	fragmented	Rhinella ornata0	fragmentedSECA	19632	19097	1	104	12.31155499	0.520579813	3.488113658	0.116758647	0.05181001	0.217508661	-0.034529268	0.689077096	0.634595125	0	13	5.447012208	NA	60	1692	0.846	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM749	0	0	24.93	BANANAL	F	F1	0	0	2	1/18/2019	19018	Boana faber	AL	CHUVOSA	-22700397	-44295645	23K 572343 7489474	13.1087	34.5579	Npermanente	2	234.2893	140.4716	93.8177	130488	1774.9575	308.5975	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	11709	7901	1	33	5.366770094	0.756851772	3.81785863	0.306585122	0.041479872	0.160244382	-0.145950168	0.769233944	0.768786731	0	120	5.115570575	NA	9	190	0.095	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM750	0	0	24.93	BANANAL	F	F1	0	0	2	1/18/2019	19018	Boana faber	AL	CHUVOSA	-22700397	-44295645	23K 572343 7489474	13.1087	34.5579	Npermanente	2	234.2893	140.4716	93.8177	130488	1774.9575	308.5975	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	2901	2202	1	93	10.1822363	0.502217325	3.284078848	0.27155875	-0.009341282	-0.121390447	-0.074817062	0.707393636	0.67737195	0	120	5.115570575	NA	50	1825	0.9125	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM751	0	0	24.93	BANANAL	F	F1	0	0	2	1/18/2019	19018	Boana faber	AL	CHUVOSA	-22700397	-44295645	23K 572343 7489474	13.1087	34.5579	Npermanente	2	234.2893	140.4716	93.8177	130488	1774.9575	308.5975	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	14061	13290	1	75	7.862406213	0.332247402	2.069508827	0.335887596	0.027131933	-0.120166758	-0.110916423	0.673694301	0.685013443	0	120	5.115570575	NA	47	1955	0.9775	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM757	0	0	24.93	BANANAL	F	F1	0	0	2	1/18/2019	19018	Rhinella ornata	AL	CHUVOSA	-22700397	-44295645	23K 572343 7489474	13.1087	34.5579	Npermanente	2	234.2893	140.4716	93.8177	130488	1774.9575	308.5975	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Bufonidae	2	fragmented	Rhinella ornata0	fragmentedCHUVOSA	16779	15878	1	162	13.09863733	0.623212567	4.574286764	0.078324773	0.113134049	-0.098573294	-0.016687778	0.659142605	0.621340932	0	120	5.115570575	NA	110	1899	0.9495	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM758	0	0	24.93	BANANAL	F	F1	0	0	2	1/18/2019	19018	Rhinella ornata	AL	CHUVOSA	-22700397	-44295645	23K 572343 7489474	13.1087	34.5579	Npermanente	2	234.2893	140.4716	93.8177	130488	1774.9575	308.5975	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Bufonidae	2	fragmented	Rhinella ornata0	fragmentedCHUVOSA	19625	19362	1	43	5.119497966	0.391021077	2.12178389	0.427346175	0.08873294	0.32317812	0.134046456	0.75088768	0.71929836	0	120	5.115570575	NA	36	1920	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM759	0	0	24.93	BANANAL	F	F1	0	0	2	1/18/2019	19018	Haddadus binotatus	TD	CHUVOSA	-22700397	-44295645	23K 572343 7489474	13.1087	34.5579	Npermanente	2	234.2893	140.4716	93.8177	130488	1774.9575	308.5975	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedCHUVOSA	11503	11205	1	95	10.53751738	0.651794382	4.282194978	0.134487969	0.123855888	-0.063484808	-0.07389817	0.648368158	0.647310661	0	120	5.115570575	NA	56	1921	0.9605	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM760	0	0	24.93	BANANAL	F	F1	0	0	2	1/18/2019	19018	Haddadus binotatus	TD	CHUVOSA	-22700397	-44295645	23K 572343 7489474	13.1087	34.5579	Npermanente	2	234.2893	140.4716	93.8177	130488	1774.9575	308.5975	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedCHUVOSA	8605	8208	1	144	13.33272672	0.682518072	4.893603387	0.016990595	0.103272111	0.005978343	-0.037317014	0.612769268	0.605809918	0	120	5.115570575	NA	85	1882	0.941	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM761	0	0	24.93	BANANAL	F	F1	0	0	2	1/18/2019	19018	Haddadus binotatus	TD	CHUVOSA	-22700397	-44295645	23K 572343 7489474	13.1087	34.5579	Npermanente	2	234.2893	140.4716	93.8177	130488	1774.9575	308.5975	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Craugastoridae	2	fragmented	Haddadus binotatus0	fragmentedCHUVOSA	20051	19465	1	109	10.56691881	0.65268015	4.41745956	0.153570556	0.121486765	-0.040020344	-0.076807226	0.633303666	0.628738758	0	120	5.115570575	NA	72	1913	0.9565	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM762	0	0	24.93	BANANAL	H	F3	0	0	2	1/19/2019	19019	Boana faber	AL	CHUVOSA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	19000	14332	1	157	14.20829308	0.78525041	5.728103936	0.094413148	-0.094397238	-0.097801941	0.210696969	0.684809959	0.644084621	0	121	5.21111787	NA	76	1508	0.754	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM764	0	0	24.93	BANANAL	H	F3	0	0	2	1/19/2019	19019	Boana faber	AL	CHUVOSA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	3074	2182	1	166	16.03330513	0.682870781	5.036198934	-0.01829697	-0.00245139	-0.08417687	0.046956378	0.635329034	0.617281658	0	121	5.21111787	NA	88	1673	0.8365	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM767	0	0	24.93	BANANAL	H	F3	0	0	2	1/19/2019	19019	Boana faber	AL	CHUVOSA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	4390	3379	1	142	14.41953245	0.578548828	4.136477813	0.078016008	0.009304361	-0.044116223	0.159218202	0.687690338	0.637305402	0	121	5.21111787	NA	77	1201	0.6005	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM769	0	0	24.93	BANANAL	H	F3	0	0	2	1/19/2019	19019	Boana faber	AL	CHUVOSA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	4408	3110	1	177	16.20741958	0.781204582	5.833727675	0.020048792	-0.061262323	-0.121004648	0.115925157	0.65663777	0.61894941	0	121	5.21111787	NA	97	1603	0.8015	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM771	0	0	24.93	BANANAL	H	F3	0	0	2	1/19/2019	19019	Boana faber	AL	CHUVOSA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	5610	3192	1	227	22.07903902	0.856322595	6.702050307	-0.137383458	-0.025683918	-0.085685333	0.213891777	0.632613715	0.60470402	0	121	5.21111787	NA	106	1352	0.676	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
K02835 	RM772	0	0	24.93	BANANAL	H	F3	0	0	2	1/19/2019	19019	Boana faber	AL	CHUVOSA	-22699451	-44356295	23K 566114 7489607	36.5815	8.775	Npermanente	1	165.7106	135.3728	30.3378	162599	1131.31	169.8925	8.04	16.89	134.76	75.54	59.22	5270	2.43	95.59	0.03	7.7765	30.2375	35.16	46.31	Hylidae	2	fragmented	Boana faber0	fragmentedCHUVOSA	13100	11025	1	148	14.01728918	0.74198187	5.34928369	0.196788983	-0.119882225	-0.125874036	0.136437083	0.690771964	0.665582051	0	121	5.21111787	NA	73	1362	0.681	NA	NA	NA	NA	NA	NA	NA	NA	NA	Toxins
